Papel,Nome do fundo,CNPJ,Valor,Ticker,Ano
,KNSC11,03.586.444/8001-38,"1.284.000,00",ARRI11,2022
MORC11,MORC11,40.102.474/0001-69,"468.850,00",ARRI11,2022
EDGA11,EDGA11,15.333.306/0001-37,"54.060,00",ARRI11,2022
MORC11,MORC11,40.102.474/0001-69,"2.003.800,00",ARRI11,2021
BTCR11,BTCR11,29.787.928/0001-40,"1.632.367,62",ARRI11,2021
CACR11,CACR11,32.065.364/0001-46,"111.170,00",ARRI11,2021
EDGA11,EDGA11,15.333.306/0001-37,"69.240,00",ARRI11,2021
KNIP11,KNIP11,24.960.430/0001-13,"3.590.420,00",ARRI11,2020
BTCR11,BTCR11,29.787.928/0001-40,"2.702.730,27",ARRI11,2020
RECR11,RECR11,28.152.272/0001-26,"1.112.000,00",ARRI11,2020
KNCR11,KNCR11,16.706.958/0001-32,"889.128,70",ARRI11,2020
KNHY11,KNHY11,30.130.708/0001-28,"735.540,00",ARRI11,2020
CPTS11,CPTS11,18.979.895/0001-13,"520.750,00",ARRI11,2020
EDGA11,EDGA11,15.333.306/0001-37,"92.700,00",ARRI11,2020
,FLAMENGO FII,40.414.001/0001-05,"39.501.233,85",ASMT11,2024
,FLAMENGO FII,40.414.001/0001-05,"37.843.860,27",ASMT11,2023
,FLAMENGO FII,40.414.001/0001-05,"38.326.398,46",ASMT11,2022
RBRY11,RBRY11,30.166.700/0001-11,"16.657.942,00",BARI11,2024
,CYCR11,36.501.233/0001-15,"5.702.906,08",BARI11,2024
KNHY11,KNHY11,30.130.708/0001-28,"5.303.434,50",BARI11,2024
VGIP11,VGIP11,34.197.811/0001-46,"4.577.185,28",BARI11,2024
KNIP11,KNIP11,24.960.430/0001-13,"4.140.900,00",BARI11,2024
CVBI11,CVBI11,28.729.197/0001-13,"2.639.240,34",BARI11,2024
GAME11,GAME11,41.269.052/0001-45,"1.376.241,18",BARI11,2024
RBRY11,RBRY11,30.166.700/0001-11,"20.050.248,75",BARI11,2023
,CYCR11,36.501.233/0001-15,"6.310.750,38",BARI11,2023
VGIP11,VGIP11,34.197.811/0001-46,"4.573.035,52",BARI11,2023
KNIP11,KNIP11,24.960.430/0001-13,"4.109.510,00",BARI11,2023
KNHY11,KNHY11,30.130.708/0001-28,"3.667.150,00",BARI11,2023
CVBI11,CVBI11,28.729.197/0001-13,"2.595.711,69",BARI11,2023
GAME11,GAME11,41.269.052/0001-45,"1.434.274,74",BARI11,2023
KNIP11,IBCR11,24.960.430/0001-13,"561.861,66",BARI11,2023
MXRF11,MXRF11,97.521.225/0001-25,"12.623.931,97",BARI11,2022
VGIP11,VGIP11,34.197.811/0001-46,"6.936.888,86",BARI11,2022
,CYCR11,36.501.233/0001-15,"4.460.000,00",BARI11,2022
KNIP11,KNIP11,24.960.430/0001-13,"3.953.850,00",BARI11,2022
KNHY11,KNHY11,30.130.708/0001-28,"3.472.255,00",BARI11,2022
CVBI11,CVBI11,28.729.197/0001-13,"2.640.607,40",BARI11,2022
GAME11,GAME11,41.269.052/0001-45,"1.286.665,77",BARI11,2022
IBCR11,IBCR11,40.011.251/0001-96,"1.205.550,00",BARI11,2022
GAME11,GAME13,41.269.052/0001-45,"128.674,65",BARI11,2022
MXRF11,MXRF11,97.521.225/0001-25,"12.661.465,96",BARI11,2021
VGIP11,VGIP11,34.197.811/0001-46,"6.247.219,20",BARI11,2021
,CYCR11,36.501.233/0001-15,"5.000.000,00",BARI11,2021
KNCR11,KNCR11,16.706.958/0001-32,"4.814.370,00",BARI11,2021
KNIP11,KNIP11,24.960.430/0001-13,"4.472.860,00",BARI11,2021
KNHY11,KNHY11,30.130.708/0001-28,"3.816.605,00",BARI11,2021
CVBI11,CVBI11,28.729.197/0001-13,"3.105.391,02",BARI11,2021
GAME11,GAME13,41.269.052/0001-45,"1.500.000,00",BARI11,2021
RBRR11,RBRR13,29.467.977/0001-03,"977.914,80",BARI11,2021
KNCR11,KNCR11,16.706.958/0001-32,"8.606.330,25",BARI11,2020
MXRF11,MXRF11,97.521.225/0001-25,"7.200.600,00",BARI11,2020
KNIP11,KNIP11,24.960.430/0001-13,"6.264.052,56",BARI11,2020
KNHY11,KNHY11,30.130.708/0001-28,"4.330.260,00",BARI11,2020
CVBI11,CVBI11,28.729.197/0001-13,"3.051.945,30",BARI11,2020
VGIP11,VGIP11,34.197.811/0001-46,"2.712.860,34",BARI11,2020
KNCR11,KNCR11,16.706.958/0001-32,"9.014.764,50",BARI11,2019
MXRF11,MXRF11,97.521.225/0001-25,"7.779.611,68",BARI11,2019
MCCI11,MCCI11,23.648.935/0001-84,"6.322.000,00",BARI11,2019
KNIP11,KNIP11,24.960.430/0001-13,"5.565.869,40",BARI11,2019
OUJP11,OUJP11,26.091.656/0001-50,"839.098,00",BARI11,2019
BTCR11,BTCR11,29.787.928/0001-40,"234.878,10",BARI11,2019
VGIR11,VGIR11,29.852.732/0001-91,"182.505,00",BARI11,2019
KNIP11,KINEA ÍNDICES DE PREÇOS - FII,24.960.430/0001-13,"24.535.602,90",BBFO11,2024
KNCR11,KINEA RENDIMENTOS IMOBILIARIOS - FII,16.706.958/0001-32,"19.845.320,00",BBFO11,2024
XPML11,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,28.757.546/0001-00,"18.969.398,25",BBFO11,2024
HGLG11,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11.728.688/0001-47,"17.878.659,00",BBFO11,2024
KNRI11,KINEA RENDA IMOBILIÁRIA - FII,12.005.956/0001-65,"17.170.996,10",BBFO11,2024
CPTS11,CAPITÂNIA SECURITIES II - FII,18.979.895/0001-13,"15.556.862,40",BBFO11,2024
XPLG11,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,26.502.794/0001-85,"15.476.605,76",BBFO11,2024
KNHY11,KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,30.130.708/0001-28,"15.323.150,70",BBFO11,2024
,HEDGE BRASIL SHOPPING - FII,08.431.747/0001-06,"13.843.616,67",BBFO11,2024
HGCR11,CSHG RECEBÍVEIS IMOBILIÁRIOS - FII,11.160.521/0001-22,"13.604.192,80",BBFO11,2024
TGAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,25.032.881/0001-53,"13.551.547,46",BBFO11,2024
LVBI11,FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO,30.629.603/0001-18,"12.429.110,24",BBFO11,2024
VGIP11,VALORA CRI ÍNDICE DE PREÇO - FII,34.197.811/0001-46,"12.299.823,90",BBFO11,2024
HSML11,HSI MALL FUNDO DE INVESTIMENTO IMOBILIARIO,32.892.018/0001-31,"11.842.432,80",BBFO11,2024
HGRU11,SHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,29.641.226/0001-53,"11.822.779,08",BBFO11,2024
BTLG11,BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.839.593/0001-09,"11.680.924,50",BBFO11,2024
MCCI11,MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII,23.648.935/0001-84,"10.770.305,00",BBFO11,2024
RECR11,FII REC RECEBÍVEIS IMOBILIÁRIOS,28.152.272/0001-26,"10.553.634,00",BBFO11,2024
RBRR11,FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,"9.587.960,25",BBFO11,2024
CVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI,28.729.197/0001-13,"8.764.292,86",BBFO11,2024
TRXF11,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28.548.288/0001-52,"8.750.536,00",BBFO11,2024
MALL11,GENIAL MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.499.833/0001-32,"8.422.621,60",BBFO11,2024
CACR11,CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FII,32.065.364/0001-46,"8.415.730,60",BBFO11,2024
GARE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN REAL ESTATE,37.295.919/0001-60,"7.610.644,62",BBFO11,2024
PVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES,35.652.102/0001-76,"4.520.740,00",BBFO11,2024
KNCR11,KINEA RENDIMENTOS IMOBILIARIOS - FII,16.706.958/0001-32,"29.574.877,00",BBFO11,2023
KNIP11,KINEA ÍNDICES DE PREÇOS - FII,24.960.430/0001-13,"25.686.635,61",BBFO11,2023
XPLG11,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,26.502.794/0001-85,"19.520.542,80",BBFO11,2023
HGLG11,CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,11.728.688/0001-47,"16.986.271,40",BBFO11,2023
KNRI11,KINEA RENDA IMOBILIÁRIA - FII,12.005.956/0001-65,"16.724.437,00",BBFO11,2023
XPML11,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,28.757.546/0001-00,"16.472.108,16",BBFO11,2023
,HEDGE BRASIL SHOPPING - FII,08.431.747/0001-06,"15.130.508,25",BBFO11,2023
LVBI11,FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO,30.629.603/0001-18,"14.716.305,24",BBFO11,2023
VILG11,VINCI LOGÍSTICA - FII,24.853.044/0001-22,"14.650.365,87",BBFO11,2023
KNHY11,KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,30.130.708/0001-28,"12.966.112,70",BBFO11,2023
TGAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,25.032.881/0001-53,"12.418.746,00",BBFO11,2023
VISC11,VINCI SHOPPING CENTERS - FII,17.554.274/0001-25,"12.322.818,62",BBFO11,2023
HGRU11,CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,29.641.226/0001-53,"12.039.580,00",BBFO11,2023
PVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES,35.652.102/0001-76,"11.758.921,72",BBFO11,2023
CPTS11,CAPITÂNIA SECURITIES II - FII,18.979.895/0001-13,"11.343.658,80",BBFO11,2023
HGCR11,CSHG RECEBÍVEIS IMOBILIÁRIOS - FII,11.160.521/0001-22,"11.270.020,32",BBFO11,2023
BTLG11,BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.839.593/0001-09,"11.207.780,74",BBFO11,2023
MALL11,GENIAL MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.499.833/0001-32,"8.451.788,40",BBFO11,2023
TRXF11,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,28.548.288/0001-52,"8.010.240,00",BBFO11,2023
RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,36.501.128/0001-86,"7.795.911,20",BBFO11,2023
MCCI11,MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII,23.648.935/0001-84,"6.558.902,35",BBFO11,2023
VGIP11,VALORA CRI ÍNDICE DE PREÇO - FII,34.197.811/0001-46,"6.534.066,56",BBFO11,2023
CVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI CRI,28.729.197/0001-13,"6.503.097,51",BBFO11,2023
RECR11,FII REC RECEBÍVEIS IMOBILIÁRIOS,28.152.272/0001-26,"6.317.812,50",BBFO11,2023
RBRR11,FII RBR RENDIMENTO HIGH GRADE,29.467.977/0001-03,"6.317.797,50",BBFO11,2023
GARE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO GUARDIAN LOGÍSTICA,37.295.919/0001-60,"3.320.622,18",BBFO11,2023
VGIR11,VALORA CRI CDI - FII,29.852.732/0001-91,"3.178.320,00",BBFO11,2023
CACR11,CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FII,32.065.364/0001-46,"3.006.364,00",BBFO11,2023
BTAL11,BTG PACTUAL AGRO LOGÍSTICA - FII,36.642.244/0001-15,"1.242.521,04",BBFO11,2023
KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,16.706.958/0001-32,"24.358.468,42",BBFO11,2022
KNIP11,KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII,24.960.430/0001-13,"23.750.868,90",BBFO11,2022
HGLG11,CSHG LOGÍSTICA FDO INV IMOB - FII,11.728.688/0001-47,"19.207.020,00",BBFO11,2022
XPLG11,XP LOG FDO INV IMOB - FII,26.502.794/0001-85,"18.212.885,60",BBFO11,2022
XPML11,XP MALLS FDO INV IMOB FII,28.757.546/0001-00,"15.111.412,16",BBFO11,2022
IRDM11,FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,28.830.325/0001-10,"14.921.358,90",BBFO11,2022
HCTR11,HECTARE CE - FDO INV IMOB,30.248.180/0001-96,"14.374.816,96",BBFO11,2022
VILG11,VINCI SHOPPING CENTERS FDO INVEST IMOB - FII,24.853.044/0001-22,"13.341.954,09",BBFO11,2022
BTLG11,BTG PACTUAL LOGISTICA FDO INV IMOB - FII,11.839.593/0001-09,"13.309.526,00",BBFO11,2022
TGAR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TG ATIVO REAL,25.032.881/0001-53,"11.801.060,00",BBFO11,2022
KNHY11,KINEA HIGH YIELD CRI FDO INV IMOB - FII,30.130.708/0001-28,"11.574.052,92",BBFO11,2022
KNRI11,KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII,12.005.956/0001-65,"11.034.581,20",BBFO11,2022
,HEDGE BRASIL SHOPPING FDO INV IMOB,08.431.747/0001-06,"10.296.081,00",BBFO11,2022
GGRC11,GGR COVEPI RENDA FDO INV IMOB,26.614.291/0001-00,"10.035.508,00",BBFO11,2022
VISC11,VINCI SHOPPING CENTERS FDO INVEST IMOB - FII,17.554.274/0001-25,"9.908.520,26",BBFO11,2022
HGCR11,CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB - FII,11.160.521/0001-22,"9.875.146,95",BBFO11,2022
RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX,36.501.128/0001-86,"9.786.000,00",BBFO11,2022
LVBI11,FDO INV IMOB - VBI LOGÍSTICO,30.629.603/0001-18,"9.768.583,39",BBFO11,2022
DEVA11,DEVANT RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO,37.087.810/0001-37,"9.525.169,75",BBFO11,2022
CPTS11,CAPITANIA SECURITIES II FDO INV IMOB - FII,18.979.895/0001-13,"8.593.099,11",BBFO11,2022
PVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO - VBI PRIME PROPERTIES,35.652.102/0001-76,"8.265.843,75",BBFO11,2022
HSML11,HSI MALL FDO INV IMOB,32.892.018/0001-31,"8.258.474,40",BBFO11,2022
,CSHG REAL ESTATE FDO INV IMOB - FII,09.072.017/0001-29,"7.882.603,81",BBFO11,2022
MALL11,MALLS BRASIL PLURAL FDO INV IMOB,26.499.833/0001-32,"7.835.467,50",BBFO11,2022
RECR11,FII REC RECEBÍVEIS IMOBILIÁRIOS,28.152.272/0001-26,"7.437.950,52",BBFO11,2022
VGIP11,VINCI LOGÍSTICA FDO INV IMOB - FII,34.197.811/0001-46,"6.466.273,88",BBFO11,2022
CVBI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VBI CRI,28.729.197/0001-13,"6.342.704,80",BBFO11,2022
MCCI11,MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - FII,23.648.935/0001-84,"6.035.214,00",BBFO11,2022
KNCR11,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB,16.706.958/0001-32,"28.230.260,85",BBFO11,2021
KNIP11,KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII,24.960.430/0001-13,"28.040.218,40",BBFO11,2021
KNRI11,KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII,12.005.956/0001-65,"23.769.412,80",BBFO11,2021
IRDM11,FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS,28.830.325/0001-10,"20.105.509,85",BBFO11,2021
HGLG11,CSHG LOGÍSTICA FDO INV IMOB,11.728.688/0001-47,"18.664.892,48",BBFO11,2021
HGRU11,CSHG RENDA URBANA - FDO INV IMOB,29.641.226/0001-53,"16.365.480,16",BBFO11,2021
